,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Chest Bib,Sec Body Col,Rump Patch,Pri Rump Col,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Countershaded,Activity Cycle,Social Group Size,Dimorphism Magnitude,Mating System,Species Overlap,Head Dichromatism,Body Dichromatism
3709,Brahman White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer brahma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0
3710,Cameron Highlands White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer cameroni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
3711,Confucian White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer confucianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,4,1,0,0
3712,Spiny Taiwan White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer coninga,F2,A1,1,2,0,A1,0,F2,1,NA,0,1,3,1,1,0,NA,1,0,0
3713,Sundaic Arboreal White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer cremoriventer,G2,F4,1,3,0,A1,0,F4,E4,NA,0,1,"1, 3",1,NA,0,NA,1,0,0
3714,Soft-Furred Taiwan White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer culturatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,65.19,NA,1,0,0
3715,Little Himalayan White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer eha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
3716,Sichuan White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer excelsior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
3717,Montane Sumatran White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer fraternus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0
3718,Chestnut White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer fulvescens,F2,G2,3,3,0,G2,0,F2,E4,1,1,2,"1, 3",1,NA,0,NA,1,0,0
3719,Limestone White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer hinpoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
3720,Montane Javan White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer lepturus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
3721,Himalayan White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer niviventer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
3722,Montane Bornean White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer rapit,E3,A1,3,3,0,E3,2,A1,E4,A1,1,2,"1, 3",1,NA,0,NA,1,0,0
3723,Indochinese Mountain White-Bellied Rat,Rodentia,Muridae,Niviventer,Niviventer tenaster,F3,A1,1,3,0,A1,2,A1,E4,1,1,2,"1, 3",1,NA,0,NA,1,0,0
3724,Spinifex Hopping Mouse,Rodentia,Muridae,Notomys,Notomys alexis,F2,A1,1,2,0,A1,0,F2,E4,NA,0,1,"1, 3",1,2,0,4,1,0,0
3725,Northern Hopping Mouse,Rodentia,Muridae,Notomys,Notomys aquilo,F1,A1,1,2,0,A1,0,G2,1,C5,2,2,"1, 3",1,NA,NA,NA,0,0,0
3726,Fawn Hopping Mouse,Rodentia,Muridae,Notomys,Notomys cervinus,F2,A1,1,2,0,F4,0,F2,1,E2,2,2,"1, 3",1,1,0,NA,1,0,0
3727,Dusky Hopping Mouse,Rodentia,Muridae,Notomys,Notomys fuscus,G2,A1,1,2,0,A1,2,A1,E4,C5,2,2,2,1,2,0,NA,1,0,0
3728,Mitchell's Hopping Mouse,Rodentia,Muridae,Notomys,Notomys mitchellii,E1,A1,1,2,0,A1,0,E2,E2,A1,1,2,3,1,2,0,NA,1,0,0
3729,Common Rufous-Nosed Rat,Rodentia,Muridae,Oenomys,Oenomys hypoxanthus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
3730,Ghana Rufous-Nosed Rat,Rodentia,Muridae,Oenomys,Oenomys ornatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
3731,Angolan Vlei Rat,Rodentia,Muridae,Otomys,Otomys anchietae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,0
3732,Angoni Vlei Rat,Rodentia,Muridae,Otomys,Otomys angoniensis,D2,F1,1,2,0,F1,0,D2,C5,NA,0,1,3,4,1,0,NA,1,0,0
3733,Barbour's Vlei Rat,Rodentia,Muridae,Otomys,Otomys barbouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,NA,1,0,0
3734,Burton's Vlei Rat,Rodentia,Muridae,Otomys,Otomys burtoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,0,NA,0,0,0
3735,Cheesman's Vlei Rat,Rodentia,Muridae,Otomys,Otomys cheesmani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,0,0,0
3736,Cuanza Vlei Rat,Rodentia,Muridae,Otomys,Otomys cuanzensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3737,Rwenzori Vlei Rat,Rodentia,Muridae,Otomys,Otomys dartmouthi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3738,Dent's Vlei Rat,Rodentia,Muridae,Otomys,Otomys denti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,0,NA,1,0,0
3739,Charada Vlei Rat,Rodentia,Muridae,Otomys,Otomys fortior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,0,0,0
3740,Heller's Vlei Rat,Rodentia,Muridae,Otomys,Otomys helleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3741,Southern African Vlei Rat,Rodentia,Muridae,Otomys,Otomys irroratus,D3,D1,3,3,0,D1,0,D3,D5,NA,0,1,3,32,1,0,NA,1,0,0
3742,Mount Elgon Vlei Rat,Rodentia,Muridae,Otomys,Otomys jacksoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,0,NA,1,0,0
3743,Fynbos Vlei Rat,Rodentia,Muridae,Otomys,Otomys karoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,0,NA,1,0,0
3744,Tanzanian Vlei Rat,Rodentia,Muridae,Otomys,Otomys lacustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3745,Laminate Vlei Rat,Rodentia,Muridae,Otomys,Otomys laminatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,0,NA,1,0,0
3746,Western Vlei Rat,Rodentia,Muridae,Otomys,Otomys occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,0,NA,0,0,0
3747,Afroalpine Vlei Rat,Rodentia,Muridae,Otomys,Otomys orestes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3748,Simien Vlei Rat,Rodentia,Muridae,Otomys,Otomys simiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3749,Sloggett's Vlei Rat,Rodentia,Muridae,Otomys,Otomys sloggetti,C2,F3,3,3,0,F3,0,C2,C4,NA,0,1,"1, 3",3,3,0,NA,1,0,0
3750,Thomas' Vlei Rat,Rodentia,Muridae,Otomys,Otomys thomasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3751,Tropical Vlei Rat,Rodentia,Muridae,Otomys,Otomys tropicalis,F5,NA,0,1,0,NA,0,F5,C4,NA,0,1,0,32,NA,0,NA,1,0,0
3752,Typical Vlei Rat,Rodentia,Muridae,Otomys,Otomys typus,F2,A1,3,4,0,F4,0,F4,C4,NA,0,1,"1, 3",4,NA,NA,NA,1,0,0
3753,Karoo Vlei Rat,Rodentia,Muridae,Otomys,Otomys unisulcatus,D2,F1,3,3,0,D1,0,D2,C5,NA,0,1,3,32,3,0,NA,1,0,0
3754,Uzungwe Vlei Rat,Rodentia,Muridae,Otomys,Otomys uzungwensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3755,Yalden's Vlei Rat,Rodentia,Muridae,Otomys,Otomys yaldeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3756,Mount Kilimanjaro Vlei Rat,Rodentia,Muridae,Otomys,Otomys zinki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1,0,0
3757,Fat-Tailed Gerbil,Rodentia,Muridae,Pachyuromys,Pachyuromys duprasi,G1,A1,1,3,0,A1,0,F2,1,NA,0,1,3,12,1,0,NA,0,0,0
3758,Palawan Mountain Rat,Rodentia,Muridae,Palawanomys,Palawanomys furvus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
3759,Armandville's Giant Tree Rat,Rodentia,Muridae,Papagomys,Papagomys armandvillei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0
3760,Waterside Rat,Rodentia,Muridae,Parahydromys,Parahydromys asper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
3761,Northern Hydromyine,Rodentia,Muridae,Paraleptomys,Paraleptomys rufilatus,E3,F2,1,2,0,E3,0,E3,E4,1,2,2,1,1,NA,0,NA,0,0,0
3762,Central Hydromyine,Rodentia,Muridae,Paraleptomys,Paraleptomys wilhelmina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
3763,Gressitt's Mosaic-Tailed Rat,Rodentia,Muridae,Paramelomys,Paramelomys gressitti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
3764,Papuan Lowland Mosaic-Tailed Rat,Rodentia,Muridae,Paramelomys,Paramelomys levipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
3765,Lorentz's Mosaic-Tailed Rat,Rodentia,Muridae,Paramelomys,Paramelomys lorentzii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
3766,Montane Soft-Furred Mosaic-Tailed Rat,Rodentia,Muridae,Paramelomys,Paramelomys mollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
3767,Monckton's Paramelomys,Rodentia,Muridae,Paramelomys,Paramelomys moncktoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
3768,Long-Nosed Mosaic-Tailed Rat,Rodentia,Muridae,Paramelomys,Paramelomys naso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
3769,Common Lowland Mosaic-Tailed Rat,Rodentia,Muridae,Paramelomys,Paramelomys platyops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
3770,Mountain Mosaic-Tailed Rat,Rodentia,Muridae,Paramelomys,Paramelomys rubex,D5,A1,1,3,0,A1,0,D5,1,NA,0,1,"1, 3",NA,NA,NA,NA,1,0,0
3771,Stein's Mosaic-Tailed Rat,Rodentia,Muridae,Paramelomys,Paramelomys steini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
3772,Brants' Whistling Rat,Rodentia,Muridae,Parotomys,Parotomys brantsii,F1,G2,3,2,0,F2,0,F2,D2,C5,2,2,"1, 3",3,1,0,2,1,0,0
3773,Littledale's Whistling Rat,Rodentia,Muridae,Parotomys,Parotomys littledalei,F2,F1,3,3,0,A1,0,F2,F2,C5,2,2,"1, 3",3,1,0,NA,1,0,0
