,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Chest Bib,Sec Body Col,Rump Patch,Pri Rump Col,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Countershaded,Activity Cycle,Social Group Size,Dimorphism Magnitude,Mating System,Species Overlap,Head Dichromatism,Body Dichromatism
147,Suni,Cetartiodactyla,Bovidae,Nesotragus,Nesotragus moschatus,D2,D1,3,3,0,D1,0,D2,D2,NA,0,1,2,3,2,0,2,0,0,0
148,Nilgiri Tahr,Cetartiodactyla,Bovidae,Nilgiritragus,Nilgiritragus hylocrius,C2,C4,3,2,0,NA,0,C3,C5,NA,0,1,3,3,4,0,2,0,0,1
149,Mountain Goat,Cetartiodactyla,Bovidae,Oreamnos,Oreamnos americanus,A1,NA,0,1,0,NA,0,A1,A1,NA,0,1,0,12,3,55.56,2,0,0,0
150,Klipspringer,Cetartiodactyla,Bovidae,Oreotragus,Oreotragus oreotragus,F2,NA,0,1,0,NA,1,A1,F2,NA,0,1,3,2,2,0,1,0,0,0
151,Beisa Oryx,Cetartiodactyla,Bovidae,Oryx,Oryx beisa,A1,C5,3,2,0,C5,2,A1,C5,NA,0,1,3,12,3,0,NA,0,0,0
152,Scimitar-Horned Oryx,Cetartiodactyla,Bovidae,Oryx,Oryx dammah,A1,G3,2,2,1,G3,0,G1,A1,NA,0,1,0,12,4,NA,NA,0,0,0
153,Gemsbok,Cetartiodactyla,Bovidae,Oryx,Oryx gazella,A1,C5,3,2,0,C5,2,A1,C5,NA,0,1,3,2,3,10,2,0,0,0
154,Arabian Oryx,Cetartiodactyla,Bovidae,Oryx,Oryx leucoryx,A1,C5,3,2,0,NA,0,A1,C5,A1,2,2,0,2,3,12.9,4,0,0,0
155,Oribi,Cetartiodactyla,Bovidae,Ourebia,Ourebia ourebi,G2,A1,3,2,0,NA,2,A1,G2,NA,0,1,3,3,2,13.88,5,0,0,0
156,Musk Ox,Cetartiodactyla,Bovidae,Ovibos,Ovibos moschatus,C5,NA,0,1,0,A1,0,E4,E4,NA,0,1,0,4,3,25,2,0,0,0
157,Argali,Cetartiodactyla,Bovidae,Ovis,Ovis ammon,E3,A1,1,2,0,E4,3,A1,A1,NA,0,1,0,32,3,35,4,0,0,0
158,Bighorn Sheep,Cetartiodactyla,Bovidae,Ovis,Ovis canadensis,E1,A1,1,2,0,NA,3,A1,C5,NA,0,1,0,2,3,33.9,2,0,1,0
159,Thinhorn Sheep,Cetartiodactyla,Bovidae,Ovis,Ovis dalli,A1,NA,0,1,0,NA,0,A1,A1,NA,0,1,0,3,3,43.84,2,0,0,0
160,Snow Sheep,Cetartiodactyla,Bovidae,Ovis,Ovis nivicola,E2,A1,1,2,0,A1,3,A1,E4,NA,0,1,2,3,2,59.41,4,0,0,0
161,Mouflon,Cetartiodactyla,Bovidae,Ovis,Ovis orientalis,A1,E3,3,2,1,C5,1,A1,C5,NA,0,1,3,2,NA,52.5,2,0,1,1
162,Chiru,Cetartiodactyla,Bovidae,Pantholops,Pantholops hodgsonii,C5,A1,1,2,0,A1,1,A1,D1,A1,2,2,2,NA,4,NA,2,0,0,0
163,Grey Rhebok,Cetartiodactyla,Bovidae,Pelea,Pelea capreolus,F1,NA,0,1,0,NA,1,A1,D2,D3,2,2,3,4,3,10,2,0,0,0
164,Maxwell's Duiker,Cetartiodactyla,Bovidae,Philantomba,Philantomba maxwellii,E4,E3,1,2,0,NA,0,E3,E3,NA,0,1,0,3,2,-15,1,0,0,0
165,Blue Duiker,Cetartiodactyla,Bovidae,Philantomba,Philantomba monticola,E4,D1,1,2,0,NA,0,E3,E3,A1,1,2,0,3,1,0,1,0,0,0
166,Walter's Duiker,Cetartiodactyla,Bovidae,Philantomba,Philantomba walteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,1,0,0,0
167,Mongolian Gazelle,Cetartiodactyla,Bovidae,Procapra,Procapra gutturosa,G1,A1,1,2,0,G2,3,A1,G1,NA,0,1,2,3,5,31.25,2,0,0,0
168,Tibetan Gazelle,Cetartiodactyla,Bovidae,Procapra,Procapra picticaudata,D2,NA,0,1,0,A1,3,A1,C5,NA,0,1,2,2,2,0,2,0,0,0
169,Przewalski's Gazelle,Cetartiodactyla,Bovidae,Procapra,Procapra przewalskii,G2,NA,0,1,0,A1,3,A1,C5,NA,0,1,2,3,2,NA,2,0,1,1
170,Blue Sheep,Cetartiodactyla,Bovidae,Pseudois,Pseudois nayaur,C2,C4,1,2,1,C5,3,A1,A1,C5,1,2,3,3,3,30,2,0,1,1
171,Saola,Cetartiodactyla,Bovidae,Pseudoryx,Pseudoryx nghetinhensis,G5,A1,3,2,0,NA,3,A1,F5,A1,2,2,0,32,1,0,NA,0,0,0
172,Steenbok,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus campestris,G2,A1,3,2,0,NA,2,A1,G2,NA,0,1,3,4,2,-3.15,1,1,0,0
173,Cape Grysbok,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus melanotis,G3,NA,0,1,1,A1,0,G3,NA,NA,NA,NA,0,1,1,0,2,1,0,0
174,Sharpe's Grysbok,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus sharpei,G2,NA,0,1,0,A1,0,G2,NA,NA,NA,NA,2,1,1,0,1,0,0,0
175,Southern Reedbuck,Cetartiodactyla,Bovidae,Redunca,Redunca arundinum,F1,NA,0,1,0,NA,1,A1,F1,A1,1,2,3,2,2,17.74,1,1,0,0
176,Mountain Reedbuck,Cetartiodactyla,Bovidae,Redunca,Redunca fulvorufula,G2,NA,0,1,0,A1,1,A1,E2,A1,2,2,2,4,2,14.81,2,1,0,0
177,Bohor Reedbuck,Cetartiodactyla,Bovidae,Redunca,Redunca redunca,F1,NA,0,1,0,NA,0,F1,F1,A1,2,2,3,4,2,0,1,0,0,0
178,Pyrenean Chamois,Cetartiodactyla,Bovidae,Rupicapra,Rupicapra pyrenaica,G3,E3,2,2,0,NA,2,A1,E3,NA,0,1,0,3,3,11.54,2,0,0,0
179,Northern Chamois,Cetartiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,G1,E3,2,2,1,E5,2,A1,E5,NA,0,1,0,2,4,0,2,0,0,0
180,Saiga,Cetartiodactyla,Bovidae,Saiga,Saiga tatarica,G1,NA,0,1,0,A1,2,A1,G1,A1,1,2,2,3,5,34.03,2,0,1,0
181,Common Duiker,Cetartiodactyla,Bovidae,Sylvicapra,Sylvicapra grimmia,F1,C5,2,2,0,NA,0,F1,A1,C5,1,2,0,32,1,14.02,1,0,0,1
182,Cape Buffalo,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,C5,NA,0,1,0,NA,0,C5,C5,NA,0,1,0,4,5,44.33,4,0,0,0
183,Chowsingha,Cetartiodactyla,Bovidae,Tetracerus,Tetracerus quadricornis,G2,NA,0,1,0,NA,0,G2,G2,NA,0,1,0,12,2,0,1,0,0,0
184,Nyala,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus angasii,E4,G2,3,3,0,A1,0,E3,E3,NA,0,1,0,3,2,171,4,1,1,1
185,Mountain Nyala,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus buxtoni,E3,A1,3,1,1,A1,0,E3,E3,A1,1,2,0,12,3,139,2,0,1,1
186,Giant Eland,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus derbianus,D1,G3,3,4,0,A1,0,G2,G2,C5,2,2,0,12,4,57.95,2,1,0,0
187,Bongo,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus eurycerus,C5,A1,3,3,1,A1,1,A1,G4,A1,1,2,0,12,3,39.31,2,1,1,0
188,Lesser Kudu,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus imberbis,C2,C4,3,3,1,A1,0,C2,C2,C5,2,2,0,12,2,154,NA,0,1,1
189,Common Eland,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus oryx,C2,C4,1,2,0,NA,0,C2,C2,C5,2,2,0,4,5,42.5,2,1,1,1
190,Bushbuck,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,G2,A1,3,2,1,A1,0,G2,G2,NA,0,1,0,12,1,160,2,1,1,1
191,Sitatunga,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus spekii,E1,A1,3,2,1,A1,0,E1,E1,A1,1,2,0,2,1,170,NA,1,1,1
192,Greater Kudu,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,E3,E1,3,3,0,A1,0,E1,E1,A1,1,2,0,4,2,150,2,1,1,1
193,Wild Bactrian Camel,Cetartiodactyla,Camelidae,Camelus,Camelus ferus,E2,NA,0,1,0,NA,0,E2,E2,NA,0,1,0,3,4,0,2,0,0,0
194,Guanaco,Cetartiodactyla,Camelidae,Lama,Lama guanicoe,C3,NA,0,1,0,A1,1,A1,G3,NA,0,1,1,2,3,0,2,0,0,0
195,Vicuña,Cetartiodactyla,Camelidae,Vicugna,Vicugna vicugna,G2,A1,1,2,1,A1,0,G2,G2,NA,0,1,2,3,3,0,2,0,0,0
196,Eurasian Moose,Cetartiodactyla,Cervidae,Alces,Alces alces,E5,E3,1,2,0,E5,0,E3,E3,NA,0,1,0,32,1,27.5,2,0,1,0
197,American Moose,Cetartiodactyla,Cervidae,Alces,Alces americanus,E3,NA,0,1,0,E4,0,E4,E4,NA,0,1,0,32,1,NA,2,0,1,0
198,Chital,Cetartiodactyla,Cervidae,Axis,Axis axis,F3,F4,3,2,0,A1,0,F3,F3,NA,0,1,0,2,2,50,NA,1,2,0
199,Calamian Deer,Cetartiodactyla,Cervidae,Axis,Axis calamianensis,E2,NA,0,1,0,NA,0,E2,E2,NA,0,1,0,32,2,0,NA,0,0,0
200,Bawean Deer,Cetartiodactyla,Cervidae,Axis,Axis kuhlii,E3,NA,0,1,0,NA,0,E3,E3,NA,0,1,0,1,1,0,NA,0,0,0
201,Hog Deer,Cetartiodactyla,Cervidae,Axis,Axis porcinus,E2,NA,0,1,0,NA,0,E2,E2,NA,0,1,0,12,1,35,2,1,0,0
202,Marsh Deer,Cetartiodactyla,Cervidae,Blastocerus,Blastocerus dichotomus,G3,A1,3,2,0,NA,0,G3,G4,NA,0,1,0,3,2,40,2,0,0,0
203,European Roe Deer,Cetartiodactyla,Cervidae,Capreolus,Capreolus capreolus,C3,G2,1,2,0,NA,2,A1,G2,NA,0,1,0,2,3,7.5,4,0,1,0
204,Siberian Roe Deer,Cetartiodactyla,Cervidae,Capreolus,Capreolus pygargus,G2,NA,0,1,0,NA,2,A1,A1,NA,0,1,0,2,1,7.59,NA,0,0,0
205,White-Lipped Deer,Cetartiodactyla,Cervidae,Cervus,Cervus albirostris,E3,A1,1,2,0,NA,3,E2,E2,NA,0,1,0,32,4,60,2,1,0,0
206,Red Deer,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,F3,D3,1,2,0,NA,2,D1,F3,NA,0,1,0,2,3,60,2,0,1,1
207,Sika Deer,Cetartiodactyla,Cervidae,Cervus,Cervus nippon,E3,G2,1,2,0,A1,2,A1,A1,E4,1,2,2,2,2,55,2,1,0,0
208,Tibetan Red Deer,Cetartiodactyla,Cervidae,Cervus,Cervus wallichi,E3,NA,0,1,0,NA,2,A1,A1,E4,1,2,0,NA,4,39.29,2,1,0,0
209,Fallow Deer,Cetartiodactyla,Cervidae,Dama,Dama dama,E2,NA,0,1,0,A1,2,A1,A1,C5,1,2,2,3,3,50,2,0,1,0
210,Persian Fallow Deer,Cetartiodactyla,Cervidae,Dama,Dama mesopotamica,E2,NA,0,1,0,E2,2,A1,A1,NA,0,1,1,12,1,50,2,0,0,0
211,Tufted Deer,Cetartiodactyla,Cervidae,Elaphodus,Elaphodus cephalophus,C4,C5,1,2,0,NA,1,A1,A1,C5,1,2,0,2,1,0,2,0,0,0
212,Père David's Deer,Cetartiodactyla,Cervidae,Elaphurus,Elaphurus davidianus,D2,NA,0,1,0,NA,1,A1,E3,NA,0,1,0,32,NA,40,2,0,0,0
213,Taruca,Cetartiodactyla,Cervidae,Hippocamelus,Hippocamelus antisensis,E3,A1,1,2,0,NA,3,A1,A1,NA,0,1,0,3,2,15,2,0,0,0
214,Patagonian Huemul,Cetartiodactyla,Cervidae,Hippocamelus,Hippocamelus bisulcus,E2,E4,1,2,0,NA,1,A1,E2,A1,1,2,0,2,2,11.54,2,0,0,0
215,Chinese Water Deer,Cetartiodactyla,Cervidae,Hydropotes,Hydropotes inermis,G1,G2,1,2,0,G2,2,A1,G2,NA,0,1,1,2,1,-12.5,NA,0,0,0
216,Red Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama americana,E1,E3,1,3,0,NA,0,G3,G3,A1,1,2,0,12,1,0,NA,1,0,0
217,Small Red Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama bororo,E1,E3,1,2,0,NA,0,G3,G3,A1,1,2,0,12,1,0,NA,1,0,0
218,Merida Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama bricenii,E4,G3,1,2,0,NA,0,G4,G4,A1,1,2,0,4,1,0,NA,1,0,0
219,Dwarf Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama chunyi,E4,G3,1,2,0,NA,0,G4,G4,NA,0,1,0,2,1,0,NA,0,0,0
220,Gray Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama gouazoubira,E3,E4,1,2,0,NA,2,F3,F3,NA,0,1,0,4,1,0,1,1,0,0
221,Brazilian Dwarf Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama nana,G3,C4,1,2,0,NA,0,G3,G3,NA,0,1,0,4,1,0,NA,1,0,0
222,Amazonian Brown Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama nemorivaga,E3,NA,0,1,0,NA,0,E3,E3,NA,0,1,0,3,1,0,NA,1,0,0
223,Yucatan Brown Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama pandora,D2,NA,0,1,0,NA,0,E2,E2,A1,1,2,0,2,1,0,NA,1,0,0
224,Dwarf Red Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama rufina,C5,G4,1,2,0,NA,0,G4,G4,NA,0,1,0,1,1,0,NA,1,0,0
225,Central American Red Brocket,Cetartiodactyla,Cervidae,Mazama,Mazama temama,E3,NA,0,1,0,NA,0,G4,G4,A1,1,2,0,4,1,0,NA,1,0,0
226,Bornean Yellow Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus atherodes,G2,E4,3,2,0,NA,2,A1,G2,A1,1,2,0,3,1,NA,NA,1,0,0
227,Black Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus crinifrons,F2,E5,1,3,0,NA,2,A1,E5,A1,1,2,0,NA,1,NA,2,1,0,0
228,Fea's Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus feae,F2,C5,3,3,0,NA,2,A1,C5,A1,1,2,0,1,1,NA,2,1,0,0
229,Gongshan Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus gongshanensis,F2,E3,1,2,0,NA,0,E3,E3,A1,1,2,0,2,1,0,2,1,0,0
230,Sumatran Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus montanus,F2,F1,3,3,0,NA,1,A1,E3,A1,1,2,0,NA,NA,NA,NA,1,NA,NA
231,Southern Red Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus muntjak,G2,C4,3,4,1,NA,1,A1,G3,A1,1,2,0,2,1,0,NA,1,0,0
232,Puhoat Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus puhoatensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
233,Leaf Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus putaoensis,F3,C4,1,2,0,NA,0,F3,F3,A1,1,2,0,3,1,0,NA,1,0,0
234,Reeve's Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus reevesi,F1,C4,3,2,0,NA,0,F2,F2,A1,1,2,0,4,1,15,2,1,0,0
235,Roosevelt's Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus rooseveltorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
236,Annamite Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus truongsonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
237,Indian Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus vaginalis,G2,E4,3,2,1,NA,1,A1,G3,A1,1,2,0,NA,NA,NA,NA,1,0,0
238,Large-Antlered Muntjac,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus vuquangensis,F2,E5,3,2,0,NA,0,F2,F2,A1,1,2,0,3,1,0,2,1,0,0
239,Mule Deer,Cetartiodactyla,Cervidae,Odocoileus,Odocoileus hemionus,E1,G3,1,2,0,NA,2,A1,C5,A1,1,2,0,2,2,60,2,1,0,0
240,White-Tailed Deer,Cetartiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,G2,E1,3,3,0,NA,1,A1,G2,A1,1,2,3,2,2,45,2,1,0,0
241,Pampas Deer,Cetartiodactyla,Cervidae,Ozotoceros,Ozotoceros bezoarticus,G2,E2,3,3,0,NA,2,A1,C5,A1,1,2,3,4,2,17.5,2,0,0,0
242,Northern Pudu,Cetartiodactyla,Cervidae,Pudu,Pudu mephistophiles,C5,G4,1,2,0,NA,0,G4,G4,NA,0,1,0,12,1,0,NA,0,0,0
243,Southern Pudu,Cetartiodactyla,Cervidae,Pudu,Pudu puda,F5,G1,1,3,0,NA,0,F2,F2,NA,0,1,0,2,1,0,NA,0,0,0
244,Reindeer,Cetartiodactyla,Cervidae,Rangifer,Rangifer tarandus,E4,C5,1,2,1,C5,2,A1,E4,A1,1,2,2,4,4,60,2,0,0,0
245,Barasingha,Cetartiodactyla,Cervidae,Rucervus,Rucervus duvaucelii,F2,NA,0,1,0,NA,1,F1,F2,NA,0,1,0,32,4,30,2,0,0,0
246,Eld's Deer,Cetartiodactyla,Cervidae,Rucervus,Rucervus eldii,C2,E2,3,3,1,NA,1,A1,E2,A1,1,2,3,12,2,60,2,0,1,1
247,Phillipine Spotted Deer,Cetartiodactyla,Cervidae,Rusa,Rusa alfredi,E1,E3,1,2,0,E4,1,G1,E3,NA,0,1,3,1,1,NA,2,0,0,0
248,Phillipine Deer,Cetartiodactyla,Cervidae,Rusa,Rusa marianna,E4,NA,0,1,0,NA,0,E3,E3,NA,0,1,0,1,1,0,NA,0,0,0
249,Javan Deer,Cetartiodactyla,Cervidae,Rusa,Rusa timorensis,E3,A1,1,2,0,NA,2,E1,E3,E5,2,2,0,1,3,55,2,0,1,1
250,Sambar,Cetartiodactyla,Cervidae,Rusa,Rusa unicolor,E4,NA,0,1,0,NA,2,E2,E4,NA,0,1,0,12,2,25,2,0,1,1
251,Giraffe,Cetartiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis,E2,C5,3,4,0,E5,0,G1,G1,E2,3,3,2,3,3,128.83,2,0,0,0
252,Okapi,Cetartiodactyla,Giraffidae,Okapia,Okapia johnstoni,E4,A1,1,4,0,NA,3,A1,E3,E5,2,2,0,3,1,-31.11,3,0,0,0
253,Pygmy Hippopotamus,Cetartiodactyla,Hippopotamidae,Choeropsis,Choeropsis liberiensis,NA,NA,1,2,0,NA,0,C4,C4,NA,0,1,0,1,1,0,5,0,0,0
254,Hippopotamus ,Cetartiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus amphibius,NA,NA,1,2,0,1,0,2,2,C5,2,2,2,13,5,0,2,0,0,0
255,Anhui Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus anhuiensis,D2,NA,0,1,1,E2,0,E3,E2,NA,0,1,0,1,1,0,NA,0,0,0
256,Forest Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus berezovskii,C2,A1,3,3,1,NA,0,D2,D2,NA,0,1,0,2,1,0,NA,1,0,0
257,Alpine Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus chrysogaster,C3,E1,1,2,1,NA,0,E2,E2,NA,0,1,0,12,1,0,NA,1,0,0
258,Kashmir Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus cupreus,C3,A1,3,2,1,F3,0,C3,C3,NA,0,1,0,1,1,0,NA,0,0,0
259,Black Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus fuscus,C4,A1,1,2,0,F4,3,F2,F2,NA,0,1,0,12,NA,0,NA,1,0,0
260,Himalayan Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus leucogaster,C3,NA,0,1,0,F3,3,F2,F2,NA,0,1,0,12,1,0,NA,1,0,0
261,Siberian Musk Deer,Cetartiodactyla,Moschidae,Moschus,Moschus moschiferus,C3,A1,3,3,1,NA,0,F4,F4,NA,0,1,0,2,2,0,NA,0,0,0
262,Hairy Babirusa,Cetartiodactyla,Suidae,Babyrousa,Babyrousa babyrussa,NA,NA,0,1,0,NA,0,C3,C3,NA,0,1,0,3,2,0,2,0,0,0
263,Sulawesi Babirusa,Cetartiodactyla,Suidae,Babyrousa,Babyrousa celebensis,NA,NA,0,1,0,NA,0,C2,C2,NA,0,1,0,3,3,0,2,0,0,0
264,Togian Islands Babirusa,Cetartiodactyla,Suidae,Babyrousa,Babyrousa togeanensis,NA,NA,0,1,0,NA,0,C2,C2,NA,0,1,0,3,2,0,2,0,0,0
265,Forest Hog,Cetartiodactyla,Suidae,Hylochoerus,Hylochoerus meinertzhageni,C4,C5,1,2,0,NA,0,C5,C4,C5,2,2,0,3,3,38.33,5,0,0,0
266,Desert Warthog,Cetartiodactyla,Suidae,Phacochoerus,Phacochoerus aethiopicus,C3,NA,0,1,0,NA,0,C3,C3,C5,2,2,0,3,2,NA,4,1,0,0
267,Common Warthog,Cetartiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,C4,NA,0,1,0,NA,0,C4,C4,C5,2,2,0,3,2,68,4,1,0,0
268,Pygmy Hog,Cetartiodactyla,Suidae,Porcula,Porcula salvania,E3,NA,0,1,0,NA,0,E3,E3,NA,0,1,0,3,2,NA,NA,0,0,0
269,Bushpig,Cetartiodactyla,Suidae,Potamochoerus,Potamochoerus larvatus,B1,C5,1,2,0,F5,3,F2,F1,C5,2,2,0,1,3,0,2,1,0,0
270,Red River Hog,Cetartiodactyla,Suidae,Potamochoerus,Potamochoerus porcus,C5,C2,3,3,0,NA,0,G3,F4,C5,2,2,0,1,3,0,2,1,0,0
271,Palawan Bearded Pig,Cetartiodactyla,Suidae,Sus,Sus ahoenobarbus,C4,C5,1,3,0,A1,0,C4,C4,C5,2,2,0,2,2,0,NA,0,0,0
272,Bearded Pig,Cetartiodactyla,Suidae,Sus,Sus barbatus,C1,A1,1,2,0,NA,0,C1,C1,NA,0,1,0,3,3,NA,NA,1,0,0
273,Visayan Warty Pig,Cetartiodactyla,Suidae,Sus,Sus cebifrons,D2,D3,1,3,0,D4,0,D3,D3,NA,0,1,0,1,3,36.36,2,0,1,1
274,Sulawesi Warty Pig,Cetartiodactyla,Suidae,Sus,Sus celebensis,D4,F1,1,2,0,C5,0,D4,D4,C5,2,2,0,3,2,NA,2,0,0,0
275,Mindoro Warty Pig,Cetartiodactyla,Suidae,Sus,Sus oliveri,D3,D1,3,2,0,NA,0,D3,D3,NA,0,1,0,NA,NA,NA,NA,0,0,0
276,Phillipine Warty Pig,Cetartiodactyla,Suidae,Sus,Sus philippensis,C5,A1,1,2,0,NA,0,C5,C5,NA,0,1,0,1,2,0,NA,0,0,0
277,Wild Boar,Cetartiodactyla,Suidae,Sus,Sus scrofa,E3,NA,0,1,0,NA,0,E3,E3,NA,0,1,0,2,3,20,2,1,0,0
278,Javan Warty Pig,Cetartiodactyla,Suidae,Sus,Sus verrucosus,E3,E2,1,2,0,NA,0,E3,E3,NA,0,1,0,12,3,50,NA,1,0,0
279,Chacoan Peccary,Cetartiodactyla,Tayassuidae,Catagonus,Catagonus wagneri,C3,D1,3,2,0,D1,0,C4,C3,D1,4,2,0,3,3,0,NA,0,0,0
280,Collared Peccary,Cetartiodactyla,Tayassuidae,Pecari,Pecari tajacu,D2,NA,0,1,0,D2,0,D5,D5,NA,0,1,0,32,3,0,2,0,0,0
281,White-Lipped Peccary,Cetartiodactyla,Tayassuidae,Tayassu,Tayassu pecari,C5,A1,1,2,0,NA,0,C5,C5,NA,0,1,0,3,5,0,NA,0,0,0
282,Water Chevrotain,Cetartiodactyla,Tragulidae,Hyemoschus,Hyemoschus aquaticus,E2,A1,2,2,1,A1,0,E3,A1,E3,2,2,0,1,1,-21.74,2,0,0,0
283,Indian Spotted Chevrotain,Cetartiodactyla,Tragulidae,Moschiola,Moschiola indica,D2,A1,1,3,1,A1,0,D2,D2,NA,0,1,3,12,1,0,NA,0,0,0
284,Yellow-Striped Chevrotain,Cetartiodactyla,Tragulidae,Moschiola,Moschiola kathygre,D3,D2,1,3,1,G1,0,D2,D2,NA,0,1,3,NA,NA,0,NA,0,0,0
285,White-Spotted Chevrotain,Cetartiodactyla,Tragulidae,Moschiola,Moschiola meminna,F2,D3,1,3,1,A1,2,F2,F2,NA,0,1,3,12,1,0,8,0,0,0
286,Javan Chevrotain,Cetartiodactyla,Tragulidae,Tragulus,Tragulus javanicus,D2,A1,1,2,1,NA,0,D2,D2,NA,0,1,3,1,1,NA,1,0,0,0
287,Lesser Oriental Chevrotain,Cetartiodactyla,Tragulidae,Tragulus,Tragulus kanchil,F2,A1,1,2,1,NA,0,F2,F2,NA,0,1,3,4,1,0,2,1,0,0
288,Greater Oriental Chevrotain,Cetartiodactyla,Tragulidae,Tragulus,Tragulus napu,F4,NA,0,1,1,NA,0,F4,F4,NA,0,1,0,1,1,0,2,1,0,0
289,Balabac Chevrotain,Cetartiodactyla,Tragulidae,Tragulus,Tragulus nigricans,F2,E5,2,2,1,NA,0,E5,E5,NA,0,1,0,1,1,0,NA,0,0,0
290,Silver-Backed Chevrotain,Cetartiodactyla,Tragulidae,Tragulus,Tragulus versicolor,G2,NA,0,1,1,G2,0,D2,D2,A1,1,2,3,NA,1,NA,NA,1,0,0
291,Williamson's Chevrotain,Cetartiodactyla,Tragulidae,Tragulus,Tragulus williamsoni,F2,NA,0,1,1,NA,0,F2,F2,NA,0,1,3,NA,1,NA,NA,1,0,0
292,Red Panda,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,G3,A1,3,3,0,E5,0,G4,G3,G5,3,3,0,12,1,0,4,0,0,0
293,Short-Eared Dog,Carnivora,Canidae,Atelocynus,Atelocynus microtis,D2,A1,3,2,0,D3,0,D2,D2,D5,1,2,0,3,1,NA,NA,0,0,0
294,Side-Striped Jackal,Carnivora,Canidae,Canis,Canis adustus,F2,D2,3,4,0,F3,0,B2,C5,B2,6,3,"1, 3",1,2,11.6,1,1,0,0
295,African Wolf,Carnivora,Canidae,Canis,Canis anthus,D2,G2,3,3,0,D5,0,D5,D5,F3,6,2,2,32,2,NA,1,1,0,0
296,Golden Jackal,Carnivora,Canidae,Canis,Canis aureus,F2,A1,3,3,0,F4,0,F2,F5,F2,6,3,1,1,2,12,1,1,0,0
297,Coyote,Carnivora,Canidae,Canis,Canis latrans,D2,A1,3,3,1,A1,0,D2,D2,D5,2,2,2,2,2,6.31,1,1,0,0
298,Grey Wolf,Carnivora,Canidae,Canis,Canis lupus,D3,A1,3,3,0,D5,0,D2,D2,D5,2,2,1,12,3,NA,1,1,0,0
299,Black-Backed Jackal,Carnivora,Canidae,Canis,Canis mesomelas,F2,A1,3,3,0,A1,0,G2,D5,G2,2,2,"1, 3",1,2,11.2,1,1,0,0
